%2.5,6,128,128,48,0.001,0.3988,1.2772,"[512, 512]",test_result_0.025
%5.0,6,128,128,48,0.001,0.3625,1.2251,"[512, 512]",test1_去掉残差层_0.05
%5.0,6,128,128,48,0.001,0.3648,1.2321,"[512, 512]",test2_去掉layernorm_0.05
%5.0,6,128,128,48,0.001,0.3621,1.2281,"[512, 512]",test_result_0.05
%2.5,6,128,128,48,0.001,0.3997,1.2798,"[512, 512]",test1_去掉残差层_0.025
%7.5,6,128,128,48,0.001,0.3441,1.1788,"[512, 512]",test_result_0.075
%5.0,6,128,128,48,0.001,0.3579,1.2163,"[512, 512]",test1_去掉残差层_0.05
%10.0,6,128,128,48,0.001,0.3245,1.1454,"[512, 512]",test_result_0.1
%7.5,6,128,128,48,0.001,0.3413,1.1774,"[512, 512]",test1_去掉残差层_0.075
%10.0,6,128,128,48,0.001,0.3264,1.1497,"[512, 512]",test1_去掉残差层_0.1
%5.0,6,128,128,48,0.001,0.3652,1.2266,"[512, 512]",test1_去掉weight_decay_0.05
%2.5,6,128,128,48,0.001,0.3962,1.2785,"[512, 512]",test1_去掉weight_decay_0.025
%7.5,6,128,128,48,0.001,0.3434,1.1747,"[512, 512]",test1_去掉weight_decay_0.075
%10.0,6,128,128,48,0.001,0.3267,1.1455,"[512, 512]",test1_去掉weight_decay_0.1
%5.0,6,112,112,48,0.001,0.3622,1.2239,"[512, 512]",test1_修改embed_dim_0.05
%5.0,6,96,96,48,0.001,0.3671,1.2311,"[512, 512]",test1_修改embed_dim_0.05
%5.0,6,128,128,48,0.001,0.3662,1.2273,"[512, 512]",test1_weight_decay 1e-7_0.05
%2.5,6,128,128,48,0.001,0.3915,1.2803,"[512, 512]",test1_测试hidden_units_0.025
%2.5,6,128,128,48,0.001,0.3947,1.2783,"[512, 512, 512]",test1_测试hidden_units_0.025
%7.5,6,128,128,48,0.001,0.3368,1.1775,"[512, 512]",test1-Copy1_测试hidden_units_0.075
%2.5,6,128,128,48,0.001,0.3918,1.2740,"[1024, 1024]",test1_测试hidden_units_0.025
%2.5,6,128,128,48,0.001,0.3926,1.2710,"[1024, 512]",test1_测试hidden_units_0.025
%7.5,6,128,128,48,0.001,0.3415,1.1812,"[512, 512, 512]",test1-Copy1_测试hidden_units_0.075
%2.5,6,128,128,48,0.001,0.3911,1.2823,"[1024, 512, 256, 128]",test1_测试hidden_units_0.025
%2.5,6,128,128,48,0.001,0.3965,1.2877,"[2048, 1024, 512]",test1_测试hidden_units_0.025
%2.5,6,128,128,48,0.001,0.3886,1.2888,"[1024, 512, 256]",test1_测试hidden_units_0.025
%7.5,6,128,128,48,0.001,0.3389,1.1764,"[1024, 1024]",test1-Copy1_测试hidden_units_0.075
%5.0,6,128,128,48,0.001,0.3601,1.2160,"[512, 512]",test1_测试hidden_units_0.05
%7.5,6,128,128,48,0.001,0.3381,1.1720,"[1024, 512]",test1-Copy1_测试hidden_units_0.075
%5.0,6,128,128,48,0.001,0.3569,1.2251,"[512, 512, 512]",test1_测试hidden_units_0.05
%5.0,6,128,128,48,0.001,0.3573,1.2196,"[1024, 1024]",test1_测试hidden_units_0.05
%7.5,6,128,128,48,0.001,0.3310,1.1753,"[1024, 512, 256, 128]",test1-Copy1_测试hidden_units_0.075
%5.0,6,128,128,48,0.001,0.3594,1.2206,"[1024, 512]",test1_测试hidden_units_0.05
%7.5,6,128,128,48,0.001,0.3309,1.1676,"[2048, 1024, 512]",test1-Copy1_测试hidden_units_0.075
%5.0,6,128,128,48,0.001,0.3562,1.2399,"[1024, 512, 256, 128]",test1_测试hidden_units_0.05
%7.5,6,128,128,48,0.001,0.3368,1.1708,"[1024, 512, 256]",test1-Copy1_测试hidden_units_0.075
%5.0,6,128,128,48,0.001,0.3578,1.2332,"[2048, 1024, 512]",test1_测试hidden_units_0.05
%5.0,6,128,128,48,0.001,0.3602,1.2256,"[1024, 512, 256]",test1_测试hidden_units_0.05
%10.0,6,128,128,48,0.001,0.3294,1.1506,"[512, 512]",test1-Copy1_测试hidden_units_0.1
%10.0,6,128,128,48,0.001,0.3231,1.1522,"[512, 512, 512]",test1-Copy1_测试hidden_units_0.1
%10.0,6,128,128,48,0.001,0.3187,1.1435,"[1024, 1024]",test1-Copy1_测试hidden_units_0.1
%10.0,6,128,128,48,0.001,0.3246,1.1442,"[1024, 512]",test1-Copy1_测试hidden_units_0.1
%10.0,6,128,128,48,0.001,0.3170,1.1550,"[1024, 512, 256, 128]",test1-Copy1_测试hidden_units_0.1
%2.5,6,128,128,48,0.001,0.3974,1.2728,"[1024, 1024]",test1_测试_new_0.025
%2.5,6,128,128,48,0.001,15.5426,50.1339,"[1024, 1024]",test1_tp测试_new_0.025
%2.5,6,128,128,48,0.001,0.3891,1.2791,"[1024, 1024, 1024]",test1_测试_new_0.025
%2.5,6,128,128,48,0.001,15.2442,49.5611,"[1024, 1024, 1024]",test1_tp测试_new_0.025
%10.0,1,128,128,48,0.001,0.7599,2.1029,"[1024, 1024]",test1_head测试_0.1
%10.0,6,8,8,48,0.001,0.4033,1.2877,"[1024, 1024]",test1_embed测试rt_0.1
%5.0,6,128,128,48,0.001,0.3551,1.2164,"[1024, 1024]",test1_测试_new_0.05
%5.0,6,128,128,48,0.001,13.1833,44.0155,"[1024, 1024]",test1_tp测试_new_0.05
%5.0,6,128,128,48,0.001,0.3582,1.2162,"[1024, 1024, 1024]",test1_测试_new_0.05
%5.0,6,128,128,48,0.001,13.0615,43.9252,"[1024, 1024, 1024]",test1_tp测试_new_0.05
%10.0,6,16,16,48,0.001,0.3742,1.2395,"[1024, 1024]",test1_embed测试rt_0.1
%10.0,2,128,128,48,0.001,0.3255,1.1409,"[1024, 1024]",test1_head测试_0.1
%7.5,6,128,128,48,0.001,0.3375,1.1717,"[1024, 1024]",test1_测试_new_0.075
%7.5,6,128,128,48,0.001,12.1812,41.2203,"[1024, 1024]",test1_tp测试_new_0.075
%10.0,6,24,24,48,0.001,0.3569,1.2040,"[1024, 1024]",test1_embed测试rt_0.1
%10.0,3,128,128,48,0.001,0.3201,1.1406,"[1024, 1024]",test1_head测试_0.1
%7.5,6,128,128,48,0.001,12.0558,41.1552,"[1024, 1024, 1024]",test1_tp测试_new_0.075
%7.5,6,128,128,48,0.001,0.3343,1.1766,"[1024, 1024, 1024]",test1_测试_new_0.075
%10.0,6,32,32,48,0.001,0.3438,1.1851,"[1024, 1024]",test1_embed测试rt_0.1
%10.0,4,128,128,48,0.001,0.3210,1.1397,"[1024, 1024]",test1_head测试_0.1
%10.0,6,128,128,48,0.001,11.5154,39.3744,"[1024, 1024]",test1_tp测试_new_0.1
%10.0,6,128,128,48,0.001,0.3203,1.1424,"[1024, 1024]",test1_测试_new_0.1
%10.0,6,64,64,48,0.001,0.3317,1.1559,"[1024, 1024]",test1_embed测试rt_0.1
%10.0,5,128,128,48,0.001,0.3236,1.1406,"[1024, 1024]",test1_head测试_0.1
%10.0,6,128,128,48,0.001,11.3210,39.3028,"[1024, 1024, 1024]",test1_tp测试_new_0.1
%10.0,6,128,128,48,0.001,0.3185,1.1433,"[1024, 1024, 1024]",test1_测试_new_0.1
%10.0,6,96,96,48,0.001,0.3267,1.1492,"[1024, 1024]",test1_embed测试rt_0.1
%10.0,6,128,128,48,0.001,0.3239,1.1395,"[1024, 1024]",test1_head测试_0.1
%10.0,6,128,128,48,0.001,0.3289,1.1435,"[1024, 1024]",test1_embed测试rt_0.1
%10.0,7,128,128,48,0.001,0.3270,1.1413,"[1024, 1024]",test1_head测试_0.1
%10.0,6,8,8,48,0.001,0.4067,1.3013,"[512, 512]",test1_embed测试rt_0.1
%10.0,8,128,128,48,0.001,0.3254,1.1418,"[1024, 1024]",test1_head测试_0.1
%10.0,6,16,16,48,0.001,0.3753,1.2456,"[512, 512]",test1_embed测试rt_0.1
%10.0,9,128,128,48,0.001,0.3294,1.1473,"[1024, 1024]",test1_head测试_0.1
%10.0,6,24,24,48,0.001,0.3538,1.1994,"[512, 512]",test1_embed测试rt_0.1
%10.0,10,128,128,48,0.001,0.3269,1.1467,"[1024, 1024]",test1_head测试_0.1
%10.0,6,32,32,48,0.001,0.3434,1.1828,"[512, 512]",test1_embed测试rt_0.1
%10.0,11,128,128,48,0.001,0.3259,1.1404,"[1024, 1024]",test1_head测试_0.1
%10.0,6,64,64,48,0.001,0.3321,1.1625,"[512, 512]",test1_embed测试rt_0.1
%10.0,12,128,128,48,0.001,0.3275,1.1419,"[1024, 1024]",test1_head测试_0.1
%10.0,6,96,96,48,0.001,0.3250,1.1438,"[512, 512]",test1_embed测试rt_0.1
%10.0,6,128,128,48,0.001,0.3231,1.1446,"[512, 512]",test1_embed测试rt_0.1
%2.5,6,8,8,48,0.001,0.5994,1.5954,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.025
%2.5,6,8,8,48,0.001,27.2961,75.3398,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.025
%2.5,6,16,16,48,0.001,0.5075,1.4409,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.025
%2.5,6,16,16,48,0.001,21.8745,62.6289,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.025
%2.5,6,32,32,48,0.001,0.4302,1.3350,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.025
%2.5,6,32,32,48,0.001,17.9052,55.5079,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.025
%2.5,6,64,64,48,0.001,0.4061,1.2856,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.025
%2.5,6,64,64,48,0.001,16.0276,51.1539,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.025
%2.5,6,96,96,48,0.001,0.4043,1.2957,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.025
%2.5,6,96,96,48,0.001,15.4850,50.4344,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.025
%5.0,1,128,128,48,0.001,0.7600,2.0989,"[1024, 1024, 1024]",test1_新的n_head测试rt_0.05
%5.0,1,128,128,48,0.001,41.2940,114.9687,"[1024, 1024, 1024]",test1_新的n_head测试tp_0.05
%2.5,6,128,128,48,0.001,0.3935,1.2852,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.025
%2.5,6,128,128,48,0.001,15.5557,50.1411,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.025
%5.0,2,128,128,48,0.001,0.3568,1.2209,"[1024, 1024, 1024]",test1_新的n_head测试rt_0.05
%5.0,2,128,128,48,0.001,13.0741,43.6927,"[1024, 1024, 1024]",test1_新的n_head测试tp_0.05
%5.0,6,8,8,48,0.001,0.4766,1.4184,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.05
%5.0,6,8,8,48,0.001,20.0351,58.8100,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.05
%5.0,3,128,128,48,0.001,0.3544,1.2269,"[1024, 1024, 1024]",test1_新的n_head测试rt_0.05
%5.0,3,128,128,48,0.001,12.9271,43.2564,"[1024, 1024, 1024]",test1_新的n_head测试tp_0.05
%5.0,6,16,16,48,0.001,0.4256,1.3391,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.05
%5.0,6,16,16,48,0.001,17.6309,53.2528,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.05
%5.0,4,128,128,48,0.001,0.3576,1.2313,"[1024, 1024, 1024]",test1_新的n_head测试rt_0.05
%5.0,4,128,128,48,0.001,12.9611,43.7260,"[1024, 1024, 1024]",test1_新的n_head测试tp_0.05
%5.0,6,32,32,48,0.001,0.3846,1.2647,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.05
%5.0,6,32,32,48,0.001,14.9176,47.5877,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.05
%5.0,5,128,128,48,0.001,0.3532,1.2162,"[1024, 1024, 1024]",test1_新的n_head测试rt_0.05
%5.0,5,128,128,48,0.001,12.9238,43.6131,"[1024, 1024, 1024]",test1_新的n_head测试tp_0.05
%5.0,6,64,64,48,0.001,0.3649,1.2337,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.05
%5.0,6,64,64,48,0.001,13.4142,44.5195,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.05
%5.0,6,128,128,48,0.001,0.3547,1.2250,"[1024, 1024, 1024]",test1_新的n_head测试rt_0.05
%5.0,6,128,128,48,0.001,12.9830,43.6278,"[1024, 1024, 1024]",test1_新的n_head测试tp_0.05
%5.0,6,96,96,48,0.001,0.3655,1.2350,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.05
%5.0,6,96,96,48,0.001,13.1400,43.8931,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.05
%5.0,7,128,128,48,0.001,0.3553,1.2153,"[1024, 1024, 1024]",test1_新的n_head测试rt_0.05
%5.0,7,128,128,48,0.001,13.1144,43.9925,"[1024, 1024, 1024]",test1_新的n_head测试tp_0.05
%5.0,6,128,128,48,0.001,0.3618,1.2301,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.05
%5.0,6,128,128,48,0.001,13.1023,43.9842,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.05
%5.0,8,128,128,48,0.001,0.3532,1.2214,"[1024, 1024, 1024]",test1_新的n_head测试rt_0.05
%5.0,8,128,128,48,0.001,13.1586,44.4229,"[1024, 1024, 1024]",test1_新的n_head测试tp_0.05
%7.5,6,8,8,48,0.001,0.4256,1.3351,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.075
%7.5,6,8,8,48,0.001,17.7258,53.8583,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.075
%10.0,1,128,128,48,0.001,0.7599,2.1018,"[1024, 1024, 1024]",test1_新的n_head测试rt_0.1
%10.0,1,128,128,48,0.001,41.3034,115.2553,"[1024, 1024, 1024]",test1_新的n_head测试tp_0.1
%7.5,6,16,16,48,0.001,0.3927,1.2863,"[1024, 1024, 1024]",test1_新的emebd_dim测试rt_0.075
%7.5,6,16,16,48,0.001,15.6102,48.6686,"[1024, 1024, 1024]",test1_新的emebd_dim测试tp_0.075
%10.0,2,128,128,48,0.001,0.3195,1.1366,"[1024, 1024, 1024]",test1_新的n_head测试rt_0.1
%10.0,2,128,128,48,0.001,11.2951,39.2411,"[1024, 1024, 1024]",test1_新的n_head测试tp_0.1
%5.0,5,128,128,48,0.001,0.3626,1.2256,"[1024, 1024, 1024]",test1_测试参数_0.05
%5.0,6,128,128,48,0.001,0.3655,1.2236,"[1024, 1024, 1024]",test1_weight_decay测试_0.05
%5.0,6,128,128,48,0.001,0.3621,1.2301,"[1024, 1024, 1024]",test1_weight_decay测试_0.05
%5.0,6,128,128,48,0.001,0.3602,1.2210,"[1024, 1024, 1024]",test1_多头测试_0.05
%5.0,6,128,128,48,0.001,0.3606,1.2304,"[1024, 1024, 1024]",test1_weight_decay测试_0.05
%5.0,6,128,128,48,0.001,0.3561,1.2109,"[1024, 1024, 1024]",test1_多头测试_0.05
%10.0,6,128,128,48,0.001,0.3231,1.1427,"[1024, 1024, 1024]",test1_weight_decay测试_0.1
%5.0,5,128,128,48,0.001,0.3548,1.2157,"[1024, 1024, 1024]",test1_多头测试_0.05
%5.0,6,128,128,48,0.001,0.3579,1.2180,"[1024, 1024, 1024]",test1_多头测试_0.05
%10.0,6,128,128,48,0.001,0.3199,1.1525,"[1024, 1024, 1024]",test1_weight_decay测试_0.1
%10.0,5,128,128,48,0.001,0.3197,1.1451,"[1024, 1024, 1024]",test1_多头测试_0.1
%10.0,6,128,128,48,0.001,0.3197,1.1442,"[1024, 1024, 1024]",test1_多头测试_0.1
%2.5,5,128,128,48,0.001,0.3913,1.2811,"[1024, 1024, 1024]",test1_head测试_0.025
%2.5,6,128,128,48,0.001,0.3937,1.2837,"[1024, 1024, 1024]",test1_head测试_0.025
%5.0,1,128,128,48,0.001,0.7599,2.1008,"[1024, 1024, 1024]",test1-Copy1_多头测试_0.05
%2.5,1,128,128,48,0.001,0.7562,2.0895,"[1024, 1024, 1024]",test1-Copy1_多头测试_0.025
%2.5,1,128,128,48,0.001,41.0627,114.3357,"[1024, 1024, 1024]",test1-Copy1_多头测试tp_0.025
%2.5,6,16,16,48,0.001,0.5017,1.4314,"[1024, 1024, 1024]",test1-Copy2_embed_dim测试rt_0.025
%2.5,6,16,16,48,0.001,22.0720,63.7785,"[1024, 1024, 1024]",test1-Copy2_embed_dim测试tp_0.025
%2.5,2,128,128,48,0.001,0.4041,1.2841,"[1024, 1024, 1024]",test1-Copy1_多头测试_0.025
%2.5,6,128,128,48,0.001,0.3949,1.2790,"[1024, 1024, 1024]",test1_result_0.025
%2.5,2,128,128,48,0.001,15.4410,50.2117,"[1024, 1024, 1024]",test1-Copy1_多头测试tp_0.025
%2.5,3,128,128,48,0.001,0.3981,1.2797,"[1024, 1024, 1024]",test1-Copy1_多头测试_0.025
%5.0,6,16,16,48,0.001,17.5024,53.1397,"[1024, 1024, 1024]",test1-Copy2_embed_dim测试tp_0.05
%5.0,6,16,16,48,0.001,0.4311,1.3443,"[1024, 1024, 1024]",test1-Copy2_embed_dim测试rt_0.05
%2.5,3,128,128,48,0.001,15.4725,50.1642,"[1024, 1024, 1024]",test1-Copy1_多头测试tp_0.025
%2.5,4,128,128,48,0.001,0.3936,1.2749,"[1024, 1024, 1024]",test1-Copy1_多头测试_0.025
%5.0,6,128,128,48,0.001,0.3532,1.2218,"[1024, 1024, 1024]",test1_result_0.05
%2.5,4,128,128,48,0.001,15.2526,49.6536,"[1024, 1024, 1024]",test1-Copy1_多头测试tp_0.025
%2.5,5,128,128,48,0.001,0.3951,1.2771,"[1024, 1024, 1024]",test1-Copy1_多头测试_0.025
%2.5,5,128,128,48,0.001,15.3233,49.8815,"[1024, 1024, 1024]",test1-Copy1_多头测试tp_0.025
%2.5,6,128,128,48,0.001,0.3946,1.2645,"[1024, 1024, 1024]",test1-Copy1_多头测试_0.025
%7.5,6,16,16,48,0.001,15.3649,47.8660,"[1024, 1024, 1024]",test1-Copy2_embed_dim测试tp_0.075
%7.5,6,16,16,48,0.001,0.3988,1.2918,"[1024, 1024, 1024]",test1-Copy2_embed_dim测试rt_0.075
%2.5,6,128,128,48,0.001,15.4814,50.5588,"[1024, 1024, 1024]",test1-Copy1_多头测试tp_0.025
%2.5,7,128,128,48,0.001,0.3930,1.2826,"[1024, 1024, 1024]",test1-Copy1_多头测试_0.025
%7.5,6,128,128,48,0.001,0.3356,1.1795,"[1024, 1024, 1024]",test1_result_0.075
%2.5,7,128,128,48,0.001,15.2595,49.7378,"[1024, 1024, 1024]",test1-Copy1_多头测试tp_0.025
%2.5,8,128,128,48,0.001,0.3989,1.2817,"[1024, 1024, 1024]",test1-Copy1_多头测试_0.025
%2.5,8,128,128,48,0.001,15.1337,49.5596,"[1024, 1024, 1024]",test1-Copy1_多头测试tp_0.025
%10.0,6,16,16,48,0.001,14.3700,45.2753,"[1024, 1024, 1024]",test1-Copy2_embed_dim测试tp_0.1
%10.0,6,16,16,48,0.001,0.3698,1.2489,"[1024, 1024, 1024]",test1-Copy2_embed_dim测试rt_0.1
%5.0,1,128,128,48,0.001,0.7599,2.1015,"[1024, 1024, 1024]",test1-Copy1_多头测试_0.05
%5.0,1,128,128,48,0.001,41.2882,115.0599,"[1024, 1024, 1024]",test1-Copy1_多头测试tp_0.05
%2.5,6,32,32,48,0.001,18.1945,54.6921,"[1024, 1024, 1024]",test1-Copy2_embed_dim测试tp_0.025
%2.5,6,32,32,48,0.001,0.4365,1.3454,"[1024, 1024, 1024]",test1-Copy2_embed_dim测试rt_0.025
%10.0,6,128,128,48,0.001,0.3253,1.1550,"[1024, 1024, 1024]",test1_result_0.1
%5.0,2,128,128,48,0.001,0.3574,1.2178,"[1024, 1024, 1024]",test1-Copy1_多头测试_0.05
%5.0,2,128,128,48,0.001,13.0617,43.9986,"[1024, 1024, 1024]",test1-Copy1_多头测试tp_0.05
%5.0,6,32,32,48,0.001,14.8470,47.1319,"[1024, 1024, 1024]",test1-Copy2_embed_dim测试tp_0.05
%5.0,6,32,32,48,0.001,0.3791,1.2732,"[1024, 1024, 1024]",test1-Copy2_embed_dim测试rt_0.05
%5.0,3,128,128,48,0.001,0.3643,1.2341,"[1024, 1024, 1024]",test1-Copy1_多头测试_0.05
%5.0,3,128,128,48,0.001,12.9447,43.7497,"[1024, 1024, 1024]",test1-Copy1_多头测试tp_0.05
